bug_id,summary,description,category,priority,is_duplicate,duplicate_bug_id
1383,Page load time exceeds seconds on product listing,Detailed bug description for page load time exceeds 10 seconds on product listing page. root cause pending. needs review. moderate issue,Performance,Medium,False,
1405,Client-side rendering takes long heavy dom elements.,Detailed bug for client-side rendering takes too long under heavy dom elements. root cause analysis pending. needs review. related issue with memory minor ui glitch,Performance,Low,True,1232.0
1576,Leak detected during upload process.,Detailed bug description for memory detected during file upload process. root analysis pending. needs developer review. minor ui glitch,Performance,Low,False,
923,Database connection pool exhausted traffic.,Detailed bug description for connection pool exhausted during peak traffic. cause analysis pending. needs developer review. partial outage,Backend,Medium,True,61.0
934,Migration script failing on production schema.,Detailed bug description migration script failing on production schema. root cause analysis pending. needs developer review. cosmetic issue,Database,Low,True,17.0
319,Icons missing after ui theme update.,Detailed description for icons missing after ui theme update. root cause analysis pending. needs developer review. cosmetic,UI,Low,True,414.0
213,Scroll visible in settings page.,Detailed bug for scroll bar not visible in settings root cause analysis pending. needs developer review. system crash,UI,High,True,1843.0
975,Transaction rollback triggered by trigger mismatch.,Detailed bug description for transaction rollback triggered by trigger mismatch. root cause analysis needs developer review. issue with query urgent fix,Database,High,False,
1835,Injection vulnerability found in login endpoint.,Detailed bug description for sql injection vulnerability found in login endpoint. root analysis pending. needs review. temporary failure,Security,Medium,True,957.0
627,Timeout error while processing batch job.,Detailed bug description for timeout error while processing batch job. root cause analysis pending. developer review. intermittent error,Backend,Medium,False,
620,Incorrect json serialization in api output.,Detailed bug description for incorrect json in api output. root cause analysis pending. needs developer review. intermittent,Backend,Medium,True,1699.0
580,Cache not invalidating after record update.,Detailed bug description for cache not invalidating after record update. cause pending. needs developer review. related issue with crash security breach,Backend,High,False,
549,Authentication token validation failed intermittently.,Detailed bug description for authentication token validation failed intermittently. root cause analysis needs developer review. related issue with login intermittent error,Backend,Medium,True,983.0
